"row_key","gid","probe_uid","cdt_historical_id","gpl_orf","gpl_feature_name","gpl_gene_symbol","current_sgd_id","current_systematic_id","current_standard_name","current_feature_type","current_qualifier","mapping_status","mean_p","mean_non_p","p_effect","p_consistency_count","median_p","median_non_p","background_mad","p_specificity_score","p_specificity_rank","fixed_threshold_member","top_133_score_member"
"A_06_P3185","GENE289X","A_06_P3185","YGL229C","YGL229C","YGL229C","SAP4","S000003198","YGL229C","SAP4","ORF","Verified","current",-0.421666666666667,-0.520666666666667,0.099,3,-0.47,-0.445,0.259455,-0.0695497350155095,3004,FALSE,FALSE
"A_06_P3306","GENE3043X","A_06_P3306","YGR086C","YGR086C","YGR086C","ORF:YGR086C","S000003318","YGR086C","PIL1","ORF","Verified","current",0.0233333333333333,0.265,-0.241666666666667,1,0.1,0.125,0.259455,-0.0695497350155096,3005,FALSE,FALSE
"A_06_P3496","GENE2315X","A_06_P3496","YGR274C","YGR274C","YGR274C","TAF1","S000003506","YGR274C","TAF1","ORF","Verified","current",0.28,0.377,-0.0970000000000001,1,0.28,0.305,0.259455,-0.0695497350155097,3006,FALSE,FALSE
"A_06_P4999","GENE2661X","A_06_P4999","YLR185W","YLR185W","YLR185W","RPL37A","S000004175","YLR185W","RPL37A","ORF","Verified","current",0.105,0.234333333333333,-0.129333333333333,1,0.205,0.225,0.185325,-0.0700955051257338,3007,FALSE,FALSE
"A_06_P4619","GENE663X","A_06_P4619","YKL207W","YKL207W","YKL207W","ORF:YKL207W","S000001690","YKL207W","EMC3","ORF","Verified","current",-0.143333333333333,-0.133333333333333,-0.01,4,-0.13,-0.11,0.185325,-0.0700955051257338,3008,FALSE,FALSE
"A_06_P7207","GENE2953X","A_06_P7207","YPR159W","YPR159W","YPR159W","KRE6","S000006363","YPR159W","KRE6","ORF","Verified","current",0.19,0.120666666666667,0.0693333333333334,3,0.125,0.15,0.252042,-0.0710142539810591,3009,FALSE,FALSE
"A_06_P6996","GENE777X","A_06_P6996","YPL236C","YPL236C","YPL236C","ORF:YPL236C","S000006157","YPL236C","ENV7","ORF","Verified","current",0.07,0.170666666666667,-0.100666666666667,2,0.06,0.075,0.111195,-0.0710244087217975,3010,FALSE,FALSE
"A_06_P3405","GENE541X","A_06_P3405","YGR184C","YGR184C","YGR184C","UBR1","S000003416","YGR184C","UBR1","ORF","Verified","current",0.32,0.401,-0.0809999999999999,3,0.22,0.26,0.459606,-0.0714788619135606,3011,FALSE,FALSE
"A_06_P4293","GENE103X","A_06_P4293","YJR050W","YJR050W","YJR050W","ISY1","S000003811","YJR050W","ISY1","ORF","Verified","current",0.281666666666667,0.327666666666667,-0.046,3,0.29,0.32,0.318759,-0.0716402513140015,3012,FALSE,FALSE
"A_06_P4537","GENE1350X","A_06_P4537","YKL125W","YKL125W","YKL125W","RRN3","S000001608","YKL125W","RRN3","ORF","Verified","current",-0.106666666666667,-0.0193333333333333,-0.0873333333333333,2,-0.1,-0.07,0.318759,-0.0716402513140016,3013,FALSE,FALSE
"A_06_P6523","GENE3713X","A_06_P6523","YOR161C","YOR161C","YOR161C","ORF:YOR161C","S000005687","YOR161C","PNS1","ORF","Verified","current",0.661666666666667,0.781,-0.119333333333333,2,0.65,0.73,1.015581,-0.0717115117593434,3014,FALSE,FALSE
"A_06_P1741","GENE3347X","A_06_P1741","YDL013W","YDL013W","YDL013W","HEX3","S000002171","YDL013W","SLX5","ORF","Verified","current",0.306666666666667,0.415666666666667,-0.109,2,0.235,0.26,0.244629,-0.0725417768092644,3015,FALSE,FALSE
"A_06_P1253","GENE615X","A_06_P1253","YBR006W","YBR006W","YBR006W","UGA2","S000000210","YBR006W","UGA2","ORF","Verified","current",0.278333333333333,0.401666666666667,-0.123333333333333,1,0.26,0.285,0.244629,-0.0725417768092645,3016,FALSE,FALSE
"A_06_P1207","GENE1005X","A_06_P1207","YBL075C","YBL075C","YBL075C","SSA3","S000000171","YBL075C","SSA3","ORF","Verified","current",0.466666666666667,0.316666666666667,0.15,6,0.145,0.175,0.311346,-0.07293130357412,3017,FALSE,FALSE
"A_06_P4588","GENE1158X","A_06_P4588","YKL175W","YKL175W","YKL175W","ZRT3","S000001658","YKL175W","ZRT3","ORF","Verified","current",-0.255,-0.213666666666667,-0.0413333333333333,3,-0.255,-0.22,0.378063,-0.0732121080276031,3018,FALSE,FALSE
"A_06_P4494","GENE658X","A_06_P4494","YKL084W","YKL084W","YKL084W","ORF:YKL084W","S000001567","YKL084W","HOT13","ORF","Verified","current",0.26,0.0106666666666666,0.249333333333333,5,0.06,0.105,0.511497,-0.07358989496269,3019,FALSE,FALSE
"A_06_P1951","GENE5198X","A_06_P1951","YDL216C","YDL216C","YDL216C","RRI1","S000002375","YDL216C","RRI1","ORF","Verified","current",0.256666666666667,0.322,-0.0653333333333334,3,0.24,0.27,0.303933,-0.0742697427543678,3020,FALSE,FALSE
"A_06_P5026","GENE5350X","A_06_P5026","YLR212C","YLR212C","YLR212C","TUB4","S000004202","YLR212C","TUB4","ORF","Verified","current",0.0933333333333333,0.0813333333333333,0.012,2,-0.02,0.025,0.496671,-0.0754184466816721,3021,FALSE,FALSE
"A_06_P4909","GENE5384X","A_06_P4909","YLR097C","YLR097C","YLR097C","ORF:YLR097C","S000004087","YLR097C","HRT3","ORF","Verified","current",0.343333333333333,0.413,-0.0696666666666668,1,0.365,0.395,0.29652,-0.0756582265711692,3022,FALSE,FALSE
"A_06_P5537","GENE1381X","A_06_P5537","YMR108W","YMR108W","YMR108W","ILV2","S000004714","YMR108W","ILV2","ORF","Verified","current",-0.198333333333333,0.120666666666667,-0.319,1,-0.155,-0.09,0.756126,-0.0759234037980391,3023,FALSE,FALSE
"A_06_P1891","GENE1806X","A_06_P1891","YDL158C","YDL158C","YDL158C","ORF:YDL158C","S000002317","YDL158C","","ORF","Dubious","current",-0.245,-0.231666666666667,-0.0133333333333334,3,-0.215,-0.175,0.422541,-0.0765490172063054,3024,FALSE,FALSE
"A_06_P1855","GENE673X","A_06_P1855","YDL124W","YDL124W","YDL124W","ORF:YDL124W","S000002282","YDL124W","","ORF","Verified","current",0.52,0.715,-0.195,1,0.435,0.495,0.681996,-0.076726735175116,3025,FALSE,FALSE
"A_06_P1069","GENE1956X","A_06_P1069","YAL044C","YAL044C","YAL044C","GCV3","S000000042","YAL044C","GCV3","ORF","Verified","current",0.0466666666666667,0.0676666666666667,-0.021,2,0.005,0.035,0.289107,-0.0770996152729198,3026,FALSE,FALSE
"A_06_P1613","GENE4900X","A_06_P1613","YCL063W","YCL063W","YCL063W","ORF:YCL063W","S000000568","YCL063W","VAC17","ORF","Verified","current",-0.103333333333333,-0.0663333333333333,-0.0370000000000001,2,0,0.04,0.415128,-0.077650603345188,3027,FALSE,FALSE
"A_06_P5740","GENE4633X","A_06_P5740","YMR299C","YMR299C","YMR299C","ORF:YMR299C","S000004914","YMR299C","DYN3","ORF","Verified","current",0.181666666666667,0.248666666666667,-0.067,1,0.2,0.23,0.281694,-0.0785969913071727,3028,FALSE,FALSE
"A_06_P2294","GENE1357X","A_06_P2294","YDR305C","YDR305C","YDR305C","HNT2","S000002713","YDR305C","HNT2","ORF","Verified","current",-0.00333333333333333,0.0423333333333333,-0.0456666666666667,4,0.025,0.05,0.214977,-0.0793708746987875,3029,FALSE,FALSE
"A_06_P5470","GENE715X","A_06_P5470","YMR041C","YMR041C","YMR041C","ORF:YMR041C","S000004644","YMR041C","ARA2","ORF","Verified","current",0.23,0.412666666666667,-0.182666666666667,0,0.245,0.27,0.214977,-0.0793708746987876,3030,FALSE,FALSE
"A_06_P4774","GENE1652X","A_06_P4774","YLL029W","YLL029W","YLL029W","ORF:YLL029W","S000003952","YLL029W","FRA1","ORF","Verified","current",0.218333333333333,0.372,-0.153666666666667,2,0.2,0.25,0.526323,-0.0798310137101783,3031,FALSE,FALSE
"A_06_P3797","GENE4597X","A_06_P3797","YHR218W","YHR218W","YHR218W","ORF:YHR218W","S000001261","YHR218W","","ORF","Verified","current",0.188333333333333,0.101333333333333,0.087,3,0.135,0.18,0.452193,-0.0814932460208659,3032,FALSE,FALSE
"A_06_P3404","GENE4226X","A_06_P3404","YGR183C","YGR183C","YGR183C","QCR9","S000003415","YGR183C","QCR9","ORF","Verified","current",-0.155,-0.268,0.113,3,-0.155,-0.09,0.696822,-0.0815740529252456,3033,FALSE,FALSE
"A_06_P1965","GENE4119X","A_06_P1965","YDL230W","YDL230W","YDL230W","PTP1","S000002389","YDL230W","PTP1","ORF","Verified","current",-0.19,-0.161,-0.029,4,-0.18,-0.15,0.266868,-0.0817732808530588,3034,FALSE,FALSE
"A_06_P1361","GENE4324X","A_06_P1361","YBR109C","YBR109C","YBR109C","CMD1","S000000313","YBR109C","CMD1","ORF","Verified","current",0.303333333333333,0.251666666666667,0.0516666666666666,2,0.31,0.34,0.266868,-0.0817732808530588,3035,FALSE,FALSE
"A_06_P1438","GENE2313X","A_06_P1438","YBR185C","YBR185C","YBR185C","MBA1","S000000389","YBR185C","MBA1","ORF","Verified","current",-0.7,-0.679666666666667,-0.0203333333333335,3,-0.705,-0.66,0.44478,-0.0826021513271413,3036,FALSE,FALSE
"A_06_P2974","GENE2851X","A_06_P2974","YGL019W","YGL019W","YGL019W","CKB1","S000002987","YGL019W","CKB1","ORF","Verified","current",0.025,0.039,-0.014,3,0,0.025,0.200151,-0.0832914099903049,3037,FALSE,FALSE
"A_06_P5449","GENE3532X","A_06_P5449","YMR021C","YMR021C","YMR021C","MAC1","S000004623","YMR021C","MAC1","ORF","Verified","current",0.0666666666666667,0.107,-0.0403333333333333,2,0.1,0.13,0.259455,-0.0834596820186115,3038,FALSE,FALSE
"A_06_P6852","GENE4591X","A_06_P6852","YPL093W","YPL093W","YPL093W","NOG1","S000006014","YPL093W","NOG1","ORF","Verified","current",-0.183333333333333,-0.291666666666667,0.108333333333333,4,-0.26,-0.225,0.318759,-0.0835802931996686,3039,FALSE,FALSE
"A_06_P2645","GENE4113X","A_06_P2645","YER021W","YER021W","YER021W","RPN3","S000000823","YER021W","RPN3","ORF","Verified","current",0.181666666666667,0.214333333333333,-0.0326666666666667,3,0.19,0.225,0.318759,-0.0835802931996686,3040,FALSE,FALSE
"A_06_P5896","GENE3551X","A_06_P5896","YNL125C","YNL125C","YNL125C","ESBP6","S000005069","YNL125C","ESBP6","ORF","Verified","current",-0.466666666666667,-0.317333333333333,-0.149333333333333,1,-0.505,-0.46,0.429954,-0.0849130301875257,3041,FALSE,FALSE
"A_06_P7074","GENE2231X","A_06_P7074","YPR028W","YPR028W","YPR028W","YOP1","S000006232","YPR028W","YOP1","ORF","Verified","current",-0.045,-0.0123333333333333,-0.0326666666666667,2,0.02,0.065,0.429954,-0.0849130301875257,3042,FALSE,FALSE
"A_06_P3277","GENE3452X","A_06_P3277","YGR057C","YGR057C","YGR057C","LST7","S000003289","YGR057C","LST7","ORF","Verified","current",0.168333333333333,0.128666666666667,0.0396666666666667,2,0.16,0.185,0.192738,-0.0854005971209751,3043,FALSE,FALSE
"A_06_P6419","GENE1590X","A_06_P6419","YOR057W","YOR057W","YOR057W","SGT1","S000005583","YOR057W","SGT1","ORF","Verified","current",0.113333333333333,0.133333333333333,-0.02,2,0.085,0.11,0.192738,-0.0854005971209751,3044,FALSE,FALSE
"A_06_P4467","GENE3638X","A_06_P4467","YKL057C","YKL057C","YKL057C","NUP120","S000001540","YKL057C","NUP120","ORF","Verified","current",0.295,0.365333333333333,-0.0703333333333334,1,0.335,0.36,0.192738,-0.0854005971209751,3045,FALSE,FALSE
"A_06_P1913","GENE4017X","A_06_P1913","YDL179W","YDL179W","YDL179W","PCL9","S000002338","YDL179W","PCL9","ORF","Verified","current",-0.313333333333333,-0.341333333333333,0.028,3,-0.34,-0.3,0.363237,-0.0863488883659982,3046,FALSE,FALSE
"A_06_P2998","GENE246X","A_06_P2998","YGL043W","YGL043W","YGL043W","DST1","S000003011","YGL043W","DST1","ORF","Verified","current",-0.08,-0.128333333333333,0.0483333333333333,3,-0.13,-0.095,0.303933,-0.086648033213429,3047,FALSE,FALSE
"A_06_P3050","GENE4858X","A_06_P3050","YGL095C","YGL095C","YGL095C","VPS45","S000003063","YGL095C","VPS45","ORF","Verified","current",0.095,0.198666666666667,-0.103666666666667,1,0.18,0.21,0.244629,-0.0870501321711174,3048,FALSE,FALSE
"A_06_P2501","GENE4645X","A_06_P2501","YDR508C","YDR508C","YDR508C","GNP1","S000002916","YDR508C","GNP1","ORF","Verified","current",-0.751666666666667,-0.792666666666666,0.0409999999999997,4,-0.8,-0.625,1.897728,-0.0875995130468212,3049,FALSE,FALSE
"A_06_P1301","GENE2372X","A_06_P1301","YBR054W","YBR054W","YBR054W","YRO2","S000000258","YBR054W","YRO2","ORF","Verified","current",1.79333333333333,2.43333333333333,-0.64,2,2.31,2.495,2.00151,-0.0880319389391438,3050,FALSE,FALSE
"A_06_P3227","GENE330X","A_06_P3227","YGR007W","YGR007W","YGR007W","MUQ1","S000003239","YGR007W","ECT1","ORF","Verified","current",-0.08,-0.121666666666667,0.0416666666666667,4,-0.065,-0.035,0.237216,-0.0889637502372367,3051,FALSE,FALSE
"A_06_P7051","GENE1129X","A_06_P7051","YPR006C","YPR006C","YPR006C","ICL2","S000006210","YPR006C","ICL2","ORF","Verified","current",0.05,0.102333333333333,-0.0523333333333333,1,0.06,0.09,0.237216,-0.0889637502372367,3052,FALSE,FALSE
"A_06_P1524","GENE2200X","A_06_P1524","YBR270C","YBR270C","YBR270C","ORF:YBR270C","S000000474","YBR270C","BIT2","ORF","Verified","current",0.215,0.297,-0.0819999999999999,0,0.155,0.185,0.237216,-0.0889637502372367,3053,FALSE,FALSE
"A_06_P6868","GENE2213X","A_06_P6868","YPL109C","YPL109C","YPL109C","ORF:YPL109C","S000006030","YPL109C","CQD1","ORF","Verified","current",-0.131666666666667,0.0523333333333333,-0.184,0,-0.125,-0.08,0.400302,-0.0899456728136206,3054,FALSE,FALSE
"A_06_P3035","GENE2359X","A_06_P3035","YGL080W","YGL080W","YGL080W","ORF:YGL080W","S000003048","YGL080W","MPC1","ORF","Verified","current",0.0916666666666667,-0.0632142857142857,0.154880952380952,5,0.045,0.07,0.177912,-0.0899565330032529,3055,FALSE,FALSE
"A_06_P1232","GENE5136X","A_06_P1232","YBL099W","YBL099W","YBL099W","ATP1","S000000195","YBL099W","ATP1","ORF","Verified","current",-1.05,-0.757666666666667,-0.292333333333333,0,-0.995,-0.935,0.563388,-0.0904448075635975,3056,FALSE,FALSE
"A_06_P1208","GENE5164X","A_06_P1208","YBL076C","YBL076C","YBL076C","ILS1","S000000172","YBL076C","ILS1","ORF","Verified","current",-0.205,-0.150666666666667,-0.0543333333333333,2,-0.18,-0.15,0.229803,-0.0909633932984236,3057,FALSE,FALSE
"A_06_P1614","GENE4927X","A_06_P1614","YCL064C","YCL064C","YCL064C","CHA1","S000000569","YCL064C","CHA1","ORF","Verified","current",0,0.64448275862069,-0.64448275862069,0,0.135,0.2,0.607866,-0.0918252889671209,3058,FALSE,FALSE
"A_06_P4478","GENE1829X","A_06_P4478","YKL068W","YKL068W","YKL068W","NUP100","S000001551","YKL068W","NUP100","ORF","Verified","current",-0.35,-0.303666666666667,-0.0463333333333334,1,-0.285,-0.245,0.333585,-0.0922541139568944,3059,FALSE,FALSE
"A_06_P2595","GENE3607X","A_06_P2595","YEL054C","YEL054C","YEL054C","RPL12A","S000000780","YEL054C","RPL12A","ORF","Verified","current",-0.14,-0.181333333333333,0.0413333333333333,3,-0.14,-0.115,0.170499,-0.0924217834446708,3060,FALSE,FALSE
"A_06_P7162","GENE5530X","A_06_P7162","YPR115W","YPR115W","YPR115W","ORF:YPR115W","S000006319","YPR115W","RGC1","ORF","Verified","current",0.145,0.307,-0.162,1,0.175,0.2,0.170499,-0.0924217834446708,3061,FALSE,FALSE
"A_06_P1282","GENE2298X","A_06_P1282","YBR035C","YBR035C","YBR035C","PDX3","S000000239","YBR035C","PDX3","ORF","Verified","current",-0.045,0.0586666666666667,-0.103666666666667,1,-0.08,-0.05,0.22239,-0.0930549955023419,3062,FALSE,FALSE
"A_06_P4350","GENE1X","A_06_P4350","YJR107W","YJR107W","YJR107W","ORF:YJR107W","S000003868","YJR107W","LIH1","ORF","Verified","current",0.04,0.0703333333333333,-0.0303333333333333,3,-0.005,0.025,0.22239,-0.0930549955023419,3063,FALSE,FALSE
"A_06_P4548","GENE1267X","A_06_P4548","YKL136W","YKL136W","YKL136W","ORF:YKL136W","S000001619","YKL136W","","ORF","Dubious","current",0.388333333333333,0.498888888888889,-0.110555555555555,1,0.33,0.36,0.22239,-0.093054995502342,3064,FALSE,FALSE
"A_06_P2791","GENE5158X","A_06_P2791","YER158C","YER158C","YER158C","ORF:YER158C","S000000960","YER158C","","ORF","Verified","current",0.423333333333333,0.747666666666667,-0.324333333333333,0,0.54,0.595,0.489258,-0.0933377230347317,3065,FALSE,FALSE
"A_06_P3375","GENE855X","A_06_P3375","YGR154C","YGR154C","YGR154C","ORF:YGR154C","S000003386","YGR154C","GTO1","ORF","Verified","current",0.67,1.17966666666667,-0.509666666666666,0,0.66,0.78,1.178667,-0.0938477336163365,3066,FALSE,FALSE
"A_06_P2030","GENE5448X","A_06_P2030","YDR043C","YDR043C","YDR043C","NRG1","S000002450","YDR043C","NRG1","ORF","Verified","current",0.843333333333333,0.945333333333333,-0.102,1,0.835,0.925,0.852495,-0.0944886849799737,3067,FALSE,FALSE
"A_06_P4326","GENE551X","A_06_P4326","YJR084W","YJR084W","YJR084W","CSN12","S000003844","YJR084W","","ORF","Verified","current",-0.153333333333333,-0.111666666666667,-0.0416666666666666,3,-0.145,-0.12,0.163086,-0.0950259610925706,3068,FALSE,FALSE
"A_06_P2597","GENE923X","A_06_P2597","YEL056W","YEL056W","YEL056W","HAT2","S000000782","YEL056W","HAT2","ORF","Verified","current",-0.0666666666666667,-0.082,0.0153333333333334,4,-0.11,-0.08,0.214977,-0.095245049638545,3069,FALSE,FALSE
"A_06_P5296","GENE354X","A_06_P5296","YML009C","YML009C","YML009C","MRPL39","S000004468","YML009C","MRPL39","ORF","Verified","current",-0.59,-0.674,0.0839999999999997,3,-0.535,-0.495,0.318759,-0.0955203350853356,3070,FALSE,FALSE
"A_06_P6073","GENE3632X","A_06_P6073","YNL301C","YNL301C","YNL301C","RPL18B","S000005245","YNL301C","RPL18B","ORF","Verified","current",-0.828333333333333,-0.861428571428571,0.0330952380952377,5,-0.87,-0.785,0.785778,-0.0959608389461016,3071,FALSE,FALSE
"A_06_P5922","GENE4087X","A_06_P5922","YNL151C","YNL151C","YNL151C","RPC31","S000005095","YNL151C","RPC31","ORF","Verified","current",-0.473333333333333,-0.440333333333333,-0.033,2,-0.42,-0.365,0.459606,-0.0982834351311459,3072,FALSE,FALSE
"A_06_P6792","GENE2770X","A_06_P6792","YPL033C","YPL033C","YPL033C","ORF:YPL033C","S000005954","YPL033C","SRL4","ORF","Verified","current",0.894,1.13814814814815,-0.244148148148148,2,0.8,0.94,1.319514,-0.0986253041533933,3073,FALSE,FALSE
"A_06_P4359","GENE3837X","A_06_P4359","YJR116W","YJR116W","YJR116W","ORF:YJR116W","S000003877","YJR116W","TDA4","ORF","Verified","current",-0.358333333333333,-0.521,0.162666666666667,3,-0.61,-0.54,0.607866,-0.0988887727338225,3074,FALSE,FALSE
"A_06_P2191","GENE1502X","A_06_P2191","YDR202C","YDR202C","YDR202C","RAV2","S000002610","YDR202C","RAV2","ORF","Verified","current",0.521666666666667,0.491,0.0306666666666666,2,0.51,0.55,0.303933,-0.0990263236724903,3075,FALSE,FALSE
"A_06_P6583","GENE2786X","A_06_P6583","YOR221C","YOR221C","YOR221C","MCT1","S000005747","YOR221C","MCT1","ORF","Verified","current",-0.0383333333333333,-0.059,0.0206666666666667,3,-0.01,0.045,0.452193,-0.099602856247725,3076,FALSE,FALSE
"A_06_P3247","GENE2390X","A_06_P3247","YGR027C","YGR027C","YGR027C","RPS25A","S000003259","YGR027C","RPS25A","ORF","Verified","current",0.113333333333333,0.147,-0.0336666666666667,1,0.15,0.18,0.200151,-0.0999496919883659,3077,FALSE,FALSE
"A_06_P5180","GENE286X","A_06_P5180","YLR363C","YLR363C","YLR363C","NMD4","S000004355","YLR363C","NMD4","ORF","Verified","current",0.335,0.369666666666667,-0.0346666666666666,3,0.375,0.415,0.29652,-0.100877635428226,3078,FALSE,FALSE
"A_06_P1993","GENE1602X","A_06_P1993","YDR008C","YDR008C","YDR008C","ORF:YDR008C","S000002415","YDR008C","","ORF","Dubious","current",-0.145,-0.0280769230769231,-0.116923076923077,2,-0.1,-0.06,0.29652,-0.100877635428226,3079,FALSE,FALSE
"A_06_P3534","GENE2643X","A_06_P3534","YHL016C","YHL016C","YHL016C","DUR3","S000001008","YHL016C","DUR3","ORF","Verified","current",0.171666666666667,0.841333333333333,-0.669666666666667,1,0.145,0.285,1.275036,-0.101815516102851,3080,FALSE,FALSE
"A_06_P3668","GENE2055X","A_06_P3668","YHR093W","YHR093W","YHR093W","AHT1","S000001135","YHR093W","AHT1","ORF","Uncharacterized","current",-0.3,-0.317142857142857,0.0171428571428572,3,-0.37,-0.31,0.489258,-0.101822970583344,3081,FALSE,FALSE
"A_06_P1733","GENE1130X","A_06_P1733","YDL005C","YDL005C","YDL005C","MED2","S000002163","YDL005C","MED2","ORF","Verified","current",-0.281666666666667,-0.136333333333333,-0.145333333333333,1,-0.245,-0.225,0.096369,-0.10184906986337,3082,FALSE,FALSE
"A_06_P3323","GENE5065X","A_06_P3323","YGR103W","YGR103W","YGR103W","NOP7","S000003335","YGR103W","NOP7","ORF","Verified","current",-0.165,-0.189666666666667,0.0246666666666666,3,-0.17,-0.125,0.340998,-0.102041279098771,3083,FALSE,FALSE
"A_06_P4146","GENE3880X","A_06_P4146","YJL126W","YJL126W","YJL126W","NIT2","S000003662","YJL126W","NIT2","ORF","Verified","current",-0.055,0.035,-0.09,2,-0.055,-0.025,0.192738,-0.10248071654517,3084,FALSE,FALSE
"A_06_P6860","GENE4834X","A_06_P6860","YPL101W","YPL101W","YPL101W","ELP4","S000006022","YPL101W","ELP4","ORF","Verified","current",-0.135,0.0123333333333333,-0.147333333333333,1,-0.13,-0.095,0.237216,-0.103791041943443,3085,FALSE,FALSE
"A_06_P4554","GENE2285X","A_06_P4554","YKL142W","YKL142W","YKL142W","MRP8","S000001625","YKL142W","MRP8","ORF","Verified","current",0.661666666666667,0.8,-0.138333333333333,0,0.745,0.825,0.66717,-0.104279364417274,3086,FALSE,FALSE
"A_06_P5735","GENE1836X","A_06_P5735","YMR294W-A","YMR294W-A","YMR294W-A","ORF:YMR294W-A","S000004909","YMR294W-A","","ORF","Dubious","current",0.52,0.750714285714286,-0.230714285714286,2,0.52,0.57,0.378063,-0.104588725753719,3087,FALSE,FALSE
"A_06_P6776","GENE252X","A_06_P6776","YPL017C","YPL017C","YPL017C","ORF:YPL017C","S000005938","YPL017C","IRC15","ORF","Verified","current",0.205,0.502608695652174,-0.297608695652174,2,0.225,0.29,0.51891,-0.105023347498021,3088,FALSE,FALSE
"A_06_P6528","GENE1563X","A_06_P6528","YOR166C","YOR166C","YOR166C","ORF:YOR166C","S000005692","YOR166C","SWT1","ORF","Verified","current",-0.201666666666667,-0.166666666666667,-0.035,3,-0.185,-0.155,0.185325,-0.105143257688601,3089,FALSE,FALSE
"A_06_P7229","GENE1523X","A_06_P7229","YPR181C","YPR181C","YPR181C","SEC23","S000006385","YPR181C","SEC23","ORF","Verified","current",-0.565,-0.622333333333333,0.0573333333333331,3,-0.605,-0.56,0.326172,-0.105591169762443,3090,FALSE,FALSE
"A_06_P2566","GENE398X","A_06_P2566","YEL025C","YEL025C","YEL025C","SRI1","S000000751","YEL025C","","ORF","Verified","current",0.0383333333333333,0.041,-0.00266666666666668,3,0.05,0.07,0.088956,-0.10584474692521,3091,FALSE,FALSE
"A_06_P6388","GENE544X","A_06_P6388","YOR026W","YOR026W","YOR026W","BUB3","S000005552","YOR026W","BUB3","ORF","Verified","current",0.0783333333333333,0.071,0.00733333333333333,4,0.08,0.115,0.229803,-0.106123958848161,3092,FALSE,FALSE
"A_06_P2080","GENE3640X","A_06_P2080","YDR092W","YDR092W","YDR092W","UBC13","S000002499","YDR092W","UBC13","ORF","Verified","current",0.118333333333333,0.0103333333333333,0.108,4,-0.02,0.02,0.274281,-0.106871575099992,3093,FALSE,FALSE
"A_06_P3483","GENE530X","A_06_P3483","YGR262C","YGR262C","YGR262C","BUD32","S000003494","YGR262C","BUD32","ORF","Verified","current",-0.225,-0.199666666666667,-0.0253333333333333,2,-0.155,-0.11,0.318759,-0.107460376971002,3094,FALSE,FALSE
"A_06_P2226","GENE3983X","A_06_P2226","YDR237W","YDR237W","YDR237W","MRPL7","S000002645","YDR237W","MRPL7","ORF","Verified","current",-1.40333333333333,-1.24,-0.163333333333333,1,-1.335,-1.255,0.630105,-0.109573280555537,3095,FALSE,FALSE
"A_06_P3594","GENE277X","A_06_P3594","YHR023W","YHR023W","YHR023W","MYO1","S000001065","YHR023W","MYO1","ORF","Verified","current",-0.0466666666666667,0.150666666666667,-0.197333333333333,0,-0.035,0.02,0.400302,-0.109933600105536,3096,FALSE,FALSE
"A_06_P2689","GENE4039X","A_06_P2689","YER060W","YER060W","YER060W","FCY21","S000000862","YER060W","FCY21","ORF","Verified","current",0.308333333333333,0.218333333333333,0.09,4,0.32,0.495,1.490013,-0.110061993203829,3097,FALSE,FALSE
"A_06_P3140","GENE4469X","A_06_P3140","YGL185C","YGL185C","YGL185C","ORF:YGL185C","S000003153","YGL185C","","ORF","Verified","current",0.323333333333333,0.397,-0.0736666666666667,2,0.345,0.405,0.44478,-0.110136201769522,3098,FALSE,FALSE
"A_06_P4820","GENE1941X","A_06_P4820","YLR008C","YLR008C","YLR008C","ORF:YLR008C","S000003998","YLR008C","PAM18","ORF","Verified","current",-1.05666666666667,-0.975333333333333,-0.0813333333333333,1,-0.85,-0.78,0.533736,-0.110456088970802,3099,FALSE,FALSE
"A_06_P3745","GENE4867X","A_06_P3745","YHR167W","YHR167W","YHR167W","THP2","S000001210","YHR167W","THP2","ORF","Verified","current",0.045,-0.0696666666666667,0.114666666666667,5,-0.005,0.035,0.259455,-0.111279576024815,3100,FALSE,FALSE
"A_06_P2568","GENE4977X","A_06_P2568","YEL027W","YEL027W","YEL027W","CUP5","S000000753","YEL027W","VMA3","ORF","Verified","current",-0.126666666666667,-0.231333333333333,0.104666666666667,2,-0.165,-0.115,0.348411,-0.111504847115704,3101,FALSE,FALSE
"A_06_P4933","GENE1416X","A_06_P4933","YLR120C","YLR120C","YLR120C","YPS1","S000004110","YLR120C","YPS1","ORF","Verified","current",0.398333333333333,0.503333333333333,-0.105,2,0.5,0.58,0.607866,-0.113015740267226,3102,FALSE,FALSE
"A_06_P1276","GENE3499X","A_06_P1276","YBR029C","YBR029C","YBR029C","CDS1","S000000233","YBR029C","CDS1","ORF","Verified","current",-0.54,-0.684666666666667,0.144666666666667,4,-0.62,-0.565,0.385476,-0.113290873287248,3103,FALSE,FALSE
"A_06_P1780","GENE4126X","A_06_P1780","YDL051W","YDL051W","YDL051W","LHP1","S000002209","YDL051W","LHP1","ORF","Verified","current",-0.243333333333333,-0.286333333333333,0.043,2,-0.295,-0.25,0.29652,-0.113487339856754,3104,FALSE,FALSE
"A_06_P1219","GENE1874X","A_06_P1219","YBL087C","YBL087C","YBL087C","RPL23A","S000000183","YBL087C","RPL23A","ORF","Verified","current",-0.326666666666667,-0.374333333333333,0.0476666666666667,4,-0.255,-0.15,0.822843,-0.113778833452711,3105,FALSE,FALSE
